vtitle,homepage,description,telephone,address,hour,hotel,beauty,supply
송파 스마일동물병원,http://blog.naver.com/drdnc,,02-448-7588,서울특별시 송파구 새말로5길 17,FALSE,FALSE,FALSE,FALSE
츄츄동물병원,http://blog.naver.com/vetlucy,,02-512-0075,서울특별시 강남구 논현로67길 56,FALSE,FALSE,FALSE,FALSE
독립문동물병원,http://www.animalhospital.co.kr/,"개, 고양이, 토끼, 햄스터, 고슴도치, 기니피그, 특수 동물 진료 / 애견미용",02-733-5060,서울특별시 서대문구 통일로 171-1,FALSE,FALSE,TRUE,FALSE
리센츠스타동물병원,http://blog.naver.com/ricenzstar,"동물 진료, 분양, 미용 등",02-419-1010,서울특별시 송파구 올림픽로 145,FALSE,FALSE,TRUE,FALSE
시유동물메디컬센터,http://blog.naver.com/seeu_amc,,02-793-0075,서울특별시 용산구 이촌로64길 24,FALSE,FALSE,FALSE,FALSE
우신종합동물병원,http://blog.naver.com/wsah96/,"365일 연중무휴, 야간진료, 최신 의료장비,수술전문병원",02-836-6509,서울특별시 영등포구 신길로 168,TRUE,FALSE,FALSE,FALSE
선릉동물병원,http://blog.naver.com/slah1555,"각종 수술, 진료, 용품, 미용, 분양, 호텔",02-557-1555,서울특별시 강남구 선릉로 528,FALSE,TRUE,TRUE,TRUE
남산동물병원,http://www.namsan7582.com/,"사이버 상담, 포토 갤러리, 강아지 고양이 및 특수동물 클리닉 운영",02-778-7582,서울특별시 용산구 후암로 51,FALSE,FALSE,FALSE,FALSE
흑석동물병원,http://blog.naver.com/heuksuk24ah,,02-822-0275,서울특별시 동작구 현충로 92,FALSE,FALSE,FALSE,FALSE
야옹동물병원,,,02-354-0087,서울특별시 은평구 응암로 286,FALSE,FALSE,FALSE,FALSE
둘레길동물병원,http://blog.naver.com/norpia,,02-354-7544,서울특별시 은평구 연서로 317,FALSE,FALSE,FALSE,FALSE
서서울동물병원,,,02-3662-8661,서울특별시 강서구 양천로 667,FALSE,FALSE,FALSE,FALSE
힐스타동물병원,http://blog.naver.com/hillstar22,"고양이, 특수동물 등 미용, 호텔, 용품, 진료",02-445-5022,서울특별시 강남구 자곡로 202,FALSE,TRUE,TRUE,TRUE
고려종합동물병원,,"앵무새, 닭, 오리, 꿩, 메추리, 조류, 고슴도치, 설치류, 이구아나, 거북이, 파충류 등 진료 및 수술",02-575-7999,서울특별시 강남구 선릉로 225,FALSE,FALSE,FALSE,FALSE
태능동물병원,,,02-973-1953,서울특별시 중랑구 동일로 920,FALSE,FALSE,FALSE,FALSE
노룬산동물병원,,,02-464-2748,서울특별시 광진구 뚝섬로 462,FALSE,FALSE,FALSE,FALSE
디오빌동물병원,http://www.drdio.co.kr/,"노령견, 고양이 진료, 난치성 피부병 및 귀 클리닉, 슬개골 탈구, 골절 수술 전문",02-2671-0026,서울특별시 영등포구 당산로 222,FALSE,FALSE,FALSE,FALSE
청담눈초롱안과동물병원,http://www.animaleyes.co.kr/,,02-512-7566,서울특별시 강남구 도산대로 539,FALSE,FALSE,FALSE,FALSE
미래동물병원,http://www.미래동물병원.com/,,02-386-6092,서울특별시 은평구 서오릉로 192,FALSE,FALSE,FALSE,FALSE
주주동물병원,http://www.jujuah.co.kr/,"외과, 치과, 중성화 수술, 슬개골 탈구수술, 고양이 진료, 심장초음파",02-2244-1081,서울특별시 동대문구 사가정로 121,FALSE,FALSE,FALSE,FALSE
닥터호오 동물병원,http://blog.naver.com/dr-hooh,,02-715-0075,서울특별시 마포구 대흥로 24,FALSE,FALSE,FALSE,FALSE
피카소동물병원,http://blog.naver.com/picaso467,,02-467-3673,서울특별시 광진구 광나루로 392-1,FALSE,FALSE,FALSE,FALSE
허브동물병원,,,02-6734-7500,서울특별시 구로구 구일로10길 27,FALSE,FALSE,FALSE,FALSE
두리동물병원,,,02-449-8575,서울특별시 송파구 성내천로 229,FALSE,FALSE,FALSE,FALSE
고려동물병원,,,02-3391-0075,서울특별시 노원구 덕릉로 738,FALSE,FALSE,FALSE,FALSE
러브펫동물병원,http://blog.naver.com/luvpet3875,,02-2012-3875,서울특별시 용산구 한강대로23길 55,FALSE,FALSE,FALSE,FALSE
아이러브펫동물병원 신도림점,,"애견 진료, 수술, 미용, 분양",02-3439-7533,서울특별시 구로구 경인로 661,FALSE,FALSE,TRUE,FALSE
스마트동물병원 성북길음점,http://blog.naver.com/smart5575,,02-941-5575,서울특별시 성북구 길음로13길 22,FALSE,FALSE,FALSE,FALSE
에이플러스동물병원,http://blog.naver.com/aplusah7582,,02-3144-7582,서울특별시 서대문구 연희로 114,FALSE,FALSE,FALSE,FALSE
한가람 동물의료센터,http://www.hangaramanimal.com/,"응급진료, 야간응급, 2차 전문진료",02-844-7775,서울특별시 영등포구 영등포로 387,TRUE,FALSE,FALSE,FALSE
방학동물병원,,,02-3494-0075,서울특별시 도봉구 도봉로 727,FALSE,FALSE,FALSE,FALSE
엉클장동물병원,http://blog.naver.com/unclejangvet,,02-713-0053,서울특별시 용산구 백범로 341,FALSE,FALSE,FALSE,FALSE
아델동물병원,http://blog.naver.com/adel0222,,02-522-0222,서울특별시 서초구 반포대로 45,FALSE,FALSE,FALSE,FALSE
엘동물병원,http://blog.naver.com/haego99,"강아지, 고양이 진료 및 분양, 용품, 호텔, 미용 정보 제공",02-3295-3927,서울특별시 동대문구 고산자로 391,FALSE,TRUE,TRUE,TRUE
아프리카동물병,,"개, 고양이, 토끼, 햄스터, 고슴도치 진료, 호텔, 미용, 용품, 대형견 미용, 목욕",02-773-1119,서울특별시 용산구 후암로 32,FALSE,TRUE,TRUE,TRUE
행복한동물병원,,애견의 질병 치료와 질병 예방,02-887-7179,서울특별시 관악구 은천로 121,FALSE,FALSE,FALSE,FALSE
신당햇살동물병원,http://blog.naver.com/poohimne,,02-2299-4696,서울특별시 성동구 행당로1길 23,FALSE,FALSE,FALSE,FALSE
이황동물병원,,"애완동물 진료, 미용 전문",02-336-0073,서울특별시 마포구 월드컵로 147,FALSE,FALSE,TRUE,FALSE
동물병원 베를린,http://blog.naver.com/berlinvet,,,서울특별시 관악구 남부순환로 1531,FALSE,FALSE,FALSE,FALSE
엔젤동물병원,,"예방접종, 건강관리 등 애완동물 진료 전문, 내과진료, 수술, 입원, 미용 상담",02-435-0166,서울특별시 중랑구 겸재로 187,FALSE,FALSE,TRUE,FALSE
우신동물병원,http://www.pethospital.kr/,"동물 진료 및 미용제품 판매 전문, 야간 응급진료",02-2693-8883,서울특별시 양천구 중앙로 295,FALSE,FALSE,TRUE,TRUE
불광동물병원,,"노령견진료, 수술전문",02-356-1656,서울특별시 은평구 불광로 37,FALSE,FALSE,FALSE,FALSE
나래동물병원,,,02-929-5496,서울특별시 성북구 동소문로 66,FALSE,FALSE,FALSE,FALSE
이리온 송파점,,,02-425-6125,서울특별시 송파구 오금로 182,FALSE,FALSE,FALSE,FALSE
양천종합동물병원,http://blog.naver.com/kbjvet/,"예방접종, 외과수술, 내과, 안과, 치과, 심장병, 혈액, 영상진단 검사, 애견 미용, 분양, 호텔 안내",02-2694-2242,서울특별시 양천구 오목로 45,FALSE,TRUE,TRUE,FALSE
헬로우동물병원,,,02-333-7750,서울특별시 서대문구 연희로 178,FALSE,FALSE,FALSE,FALSE
호담동물병원,,,02-915-5301,서울특별시 성북구 동소문로 302,FALSE,FALSE,FALSE,FALSE
숲속동물병원,,"강아지분양, 고양이분양, 애견분양, 강아지 고양이 고슴도치 햄스터 동물 진료",02-492-9303,서울특별시 중랑구 겸재로 214,FALSE,FALSE,FALSE,FALSE
제인동물병원,http://www.janepet.com/,,02-468-7582,서울특별시 성동구 뚝섬로 395,FALSE,FALSE,FALSE,FALSE
위드펫 종합동물병원,http://cafe.daum.net/edu-pet/,"예절교육, 강좌",02-2202-0075,서울특별시 송파구 백제고분로 161,FALSE,FALSE,FALSE,FALSE
드림펫동물병원,http://www.doggynkitty.co.kr/,"애견진료 및 분양, 교배, 미용, 용품 등 판매",02-464-7588,서울특별시 광진구 능동로 379,FALSE,FALSE,TRUE,TRUE
석촌동물병원,http://blog.naver.com/kmhcvt,"애견미용, 분양, 호텔 및 애견용품 취급",02-414-7975,서울특별시 송파구 송파대로 441,FALSE,TRUE,TRUE,TRUE
면목동물병원,http://blog.naver.com/mush96,,02-437-7579,서울특별시 중랑구 사가정로 373,FALSE,FALSE,FALSE,FALSE
세인트동물병원,http://www.drsaint.co.kr/,,02-2695-0072,서울특별시 강서구 강서로 36,FALSE,FALSE,FALSE,FALSE
닥터킴동물병원,http://drkimah.co.kr,,02-877-5546,서울특별시 관악구 은천로 97,FALSE,FALSE,FALSE,FALSE
동물사랑동물병원,,,02-3142-0008,서울특별시 마포구 월드컵로 64,FALSE,FALSE,FALSE,FALSE
대학로동물병원,,,02-3672-8440,서울특별시 종로구 창경궁로 261,FALSE,FALSE,FALSE,FALSE
대형동물병원,http://pet007.hihome.com/,"개, 고양이, 토끼 진료 및 중성화, 일반외과 수술",02-998-1785,서울특별시 강북구 삼양로 504,FALSE,FALSE,FALSE,FALSE
서울햇빛동물병원,http://blog.naver.com/hvanimal,,02-387-8275,서울특별시 은평구 진관2로 67,FALSE,FALSE,FALSE,FALSE
오라고동물병원,http://blog.naver.com/aurakoah,,02-2643-7579,서울특별시 양천구 공항대로 552,FALSE,FALSE,FALSE,FALSE
이비치동물치과병원,http://www.evichi.co.kr/,동물전문 치과병원,02-511-2842,서울특별시 강남구 선릉로 756,FALSE,FALSE,FALSE,FALSE
헤이븐동물병원,http://blog.naver.com/havenah,,02-532-5119,서울특별시 서초구 동작대로 166,FALSE,FALSE,FALSE,FALSE
가로수동물병원,http://blog.naver.com/garosuah,,02-549-7579,서울특별시 강남구 압구정로 134,FALSE,FALSE,FALSE,FALSE
바른동물병원,http://www.barunah.co.kr/,,02-2232-7975,서울특별시 중구 퇴계로 447,FALSE,FALSE,FALSE,FALSE
펫 동물병원,http://blog.daum.net/pet-clinic/,"한방 디스크 치료 및 건강검진, 고양이 수술, 분양 병원",02-3275-0079,서울특별시 용산구 백범로 285,FALSE,FALSE,FALSE,FALSE
옥수수동물병원,,,02-2291-7582,서울특별시 성동구 독서당로40길 39,FALSE,FALSE,FALSE,FALSE
쥬라기동물병원,,"반려동물 내과, 외과, 피부클리닉 및 건강검진",02-3421-7588,서울특별시 중랑구 신내로 211,FALSE,FALSE,FALSE,FALSE
제연동물병원,http://jeyeonah.blog.me/,"사료, 미용, 피부병, 감기 등 진료",02-2242-7975,서울특별시 동대문구 답십리로 77,FALSE,FALSE,TRUE,FALSE
주주동물종합병원,http://blog.smartmyshop.com/주주동물종합병원,"애견미용, 애견용품, 고양이, 진료, 미용",02-556-0975,서울특별시 강남구 선릉로 412,FALSE,FALSE,TRUE,TRUE
오즈동물병원,http://www.ohsvet.com/,,02-305-5975,서울특별시 서대문구 가재울미래로 2,FALSE,FALSE,FALSE,FALSE
한사랑동물병원,,"개, 고양이 등 예방접종, 각종 검사, 행동습관질환, 내과, 외과 상담 및 치료",02-743-7582,서울특별시 성북구 성북로 27,FALSE,FALSE,FALSE,FALSE
아프리카동물병원,,"애견미용, 애견용품 판매, 호텔",02-833-8275,서울특별시 영등포구 시흥대로 647,FALSE,TRUE,TRUE,TRUE
미래지동물의료센터,http://miraeji_amc.blog.me/,,02-2233-7574,서울특별시 중구 다산로 107,FALSE,FALSE,FALSE,FALSE
푸른종합동물병원,,,02-962-3344,서울특별시 동대문구 홍릉로 35,FALSE,FALSE,FALSE,FALSE
금호동물병원,http://blog.naver.com/hellawai,,02-2281-0049,서울특별시 성동구 금호로 105,FALSE,FALSE,FALSE,FALSE
광진동물의료센터,http://kjamc.com/,"365일 연중무휴, 야간응급, 노령 질환, 고양이 질환, 유기동물 전문",02-457-4545,서울특별시 광진구 광나루로 507,TRUE,FALSE,FALSE,FALSE
마음을나누는동물병원,http://www.manadong.com/,"고양이 진료, 한방진료",02-365-7582,서울특별시 서대문구 북아현로 8-2,FALSE,FALSE,FALSE,FALSE
홍대 아이엠 중성화진료수술센터,http://www.impet.co.kr/,,02-338-2475,서울특별시 마포구 양화로 122,FALSE,FALSE,FALSE,FALSE
은마로동물병원,,미용 제공,02-931-1575,서울특별시 노원구 덕릉로 665-1,FALSE,FALSE,TRUE,FALSE
건강한동물병원,http://kkhah.modoo.at/,,,서울특별시 마포구 만리재로 15,FALSE,FALSE,FALSE,FALSE
피닉스 동물병원,http://cafe.daum.net/phoenixah,"수술, 애견 상담 및 예방 접종",02-813-7579,서울특별시 동작구 상도로 43,FALSE,FALSE,FALSE,FALSE
몰리스펫샵 이마트청계천점,,,02-2104-5020,서울특별시 중구 청계천로 400,FALSE,FALSE,FALSE,FALSE
씨에이치동물병원,,"고양이, 강아지 진료, 미용",02-488-7510,서울특별시 강동구 구천면로 322,FALSE,FALSE,TRUE,FALSE
오주동물병원,,애완용품 판매 및 동물 치료 전문,02-443-8083,서울특별시 송파구 마천로 264,FALSE,FALSE,FALSE,TRUE
웰펫동물병원,,"강아지, 고양이 진료 전문",02-2256-7582,서울특별시 중구 동호로 178,FALSE,FALSE,FALSE,FALSE
석동물병원,http://blog.naver.com/dvmseok,"피부과, 안과, 내과, 외과, 귓병, 노령견 진단 및 치료",02-475-7501,서울특별시 강동구 성안로 10,FALSE,FALSE,FALSE,FALSE
행복한우리아이동물병원,http://blog.naver.com/dnfldkdlah,,02-424-7552,서울특별시 송파구 석촌호수로 146,FALSE,FALSE,FALSE,FALSE
올바른동물병원,,,02-428-1661,서울특별시 강동구 올림픽로 787,FALSE,FALSE,FALSE,FALSE
오금동물병원,http://blog.naver.com/mhyoo0423,"수술, 진료, 예방접종, 심장사상충예방 등 상담, 애견미용, 사료, 간식 판매",02-443-7533,서울특별시 송파구 오금로 306,FALSE,FALSE,TRUE,FALSE
원동물병원,,,02-555-6835,서울특별시 강남구 역삼로 409,FALSE,FALSE,FALSE,FALSE
다나동물병원,http://blog.naver.com/dana2008/,,,서울특별시 강서구 강서로 254,FALSE,FALSE,FALSE,FALSE
바우미우동물병원,http://blog.naver.com/bowmeowah,,02-2237-3366,서울특별시 중구 다산로 175,FALSE,FALSE,FALSE,FALSE
아프리카동물병원,http://blog.naver.com/africa_ah,"수술, 외과, 노령견 전문, 분양, 애견 미용, 토끼 및 특수동물진료, 종합동물병원",02-426-7722,서울특별시 강동구 아리수로 421,FALSE,FALSE,TRUE,FALSE
이앤박동물병원,,"슬개골 탈구 교정술, 피부 클리닉",02-939-6898,서울특별시 노원구 한글비석로52길 18,FALSE,FALSE,FALSE,FALSE
에이블동물병원,http://www.ableah.com/,"노령견 전문, 내과/외과 진료, 수술전문, 응급진료",02-2058-1882,서울특별시 서초구 바우뫼로 211,FALSE,FALSE,FALSE,FALSE
쥬라기동물병원,,,02-455-7570,서울특별시 광진구 광나루로 601,FALSE,FALSE,FALSE,FALSE
정겨운동물병원,http://blog.naver.com/friendlyac,"중성화수술, 슬개골 탈구, 건강검진, 용품, 호텔, 미용, 분양 등 제공",02-817-8172,서울특별시 동작구 상도로 315,FALSE,TRUE,TRUE,TRUE
한아름동물병원,,,02-332-7582,서울특별시 마포구 독막로 153,FALSE,FALSE,FALSE,FALSE
태양종합동물병원,,"애완동물 진료, 애견 미용, 애완 용품 취급 전문",02-969-0075,서울특별시 성북구 돌곶이로 31,FALSE,FALSE,TRUE,TRUE
나무동물병원,,"동물 진료, 중성화, 슬개골 탈구 수술, 아토피, 치아 관리",02-813-4567,서울특별시 동작구 흑석한강로 2,FALSE,FALSE,FALSE,FALSE
꿈이크는동물병원,http://blog.naver.com/rokvet,,,서울특별시 송파구 백제고분로 115,FALSE,FALSE,FALSE,FALSE
수동물병원,,"수의사 일기, 동물 이야기",02-3409-4640,서울특별시 광진구 광나루로 341,FALSE,FALSE,FALSE,FALSE
와이즈24시동물병원,http://blog.naver.com/wise24ah,,02-3446-8253,서울특별시 강남구 학동로6길 7,TRUE,FALSE,FALSE,FALSE
나루동물병원,,"개, 고양이 전문 진료, 수술, 미용, 호텔 등",02-457-7582,서울특별시 광진구 아차산로 537-17,FALSE,TRUE,TRUE,FALSE
다온동물병원,,"외과, 내과, 방사선, 노령견, 고양이 진료",02-499-7582,서울특별시 광진구 면목로 142,FALSE,FALSE,FALSE,FALSE
키다리동물병원,http://blog.naver.com/keydaddy,,02-376-7675,서울특별시 마포구 월드컵북로 262,FALSE,FALSE,FALSE,FALSE
21세기동물병원,http://blog.naver.com/vetsj21,,02-749-6750,서울특별시 용산구 보광로 46,FALSE,FALSE,FALSE,FALSE
세명동물병원,,"개, 고양이, 고슴도치, 햄스터 등 반려동물 및 특수동물 진료 전문",02-2604-3584,서울특별시 강서구 강서로17길 52,FALSE,FALSE,FALSE,FALSE
보다듬 동물병원,http://blog.naver.com/bodadeum,,02-2666-2611,서울특별시 강서구 수명로 82,FALSE,FALSE,FALSE,FALSE
리즈동물병원,,,02-535-7579,서울특별시 서초구 잠원로 221,FALSE,FALSE,FALSE,FALSE
필동물종합병원,,"개, 고양이 질병 전문 진료, 노령견 진료, 슬개골 탈구, 교정, 불임 등 수술",02-2649-0774,서울특별시 양천구 등촌로 16,FALSE,FALSE,FALSE,FALSE
독산 온 동물병원,,,02-868-8275,서울특별시 금천구 독산로 225,FALSE,FALSE,FALSE,FALSE
이안동물의학센터,http://www.ian.kr/,최다 동물 MRI 및 CT 검사,02-574-7533,서울특별시 강남구 선릉로 806,FALSE,FALSE,FALSE,FALSE
동물병원소풍,,,02-2237-1975,서울특별시 성동구 금호로 173,FALSE,FALSE,FALSE,FALSE
킴리동물병원,,"동물 진료, 미용, 호텔, 용품 전문",02-6925-5475,서울특별시 송파구 올림픽로33길 16,FALSE,TRUE,TRUE,TRUE
푸른들동물의료원,http://blog.naver.com/prndle,,02-2699-1222,서울특별시 양천구 신정로 312,FALSE,FALSE,FALSE,FALSE
위드,,,02-904-0075,서울특별시 강북구 덕릉로 79,FALSE,FALSE,FALSE,FALSE
차오름동물병원,,"애완동물 진료, 치료 및 애견 미용용품 판매, 호텔 운영",02-706-7975,서울특별시 용산구 효창원로 14,FALSE,TRUE,TRUE,TRUE
그녀의 동물병원,,,02-2237-7582,서울특별시 중구 다산로 32,FALSE,FALSE,FALSE,FALSE
용강동물병원,http://blog.naver.com/yonggangah,,02-707-2340,서울특별시 마포구 대흥로 48,FALSE,FALSE,FALSE,FALSE
호수동물병원,,,02-413-7514,서울특별시 송파구 오금로 126,FALSE,FALSE,FALSE,FALSE
공원옆동물병원,http://blog.naver.com/ilovepet7533,,,서울특별시 양천구 목동서로 349,FALSE,FALSE,FALSE,FALSE
아이펫동물병원,,,02-786-7582,서울특별시 영등포구 여의동로3길 10,FALSE,FALSE,FALSE,FALSE
로얄도그앤캣메디컬센터,http://staramc.com/,,02-468-6612,서울특별시 광진구 능동로 49,FALSE,FALSE,FALSE,FALSE
달래동물병원,,"호텔, 용품, 미용, 수술",02-794-1255,서울특별시 용산구 한남대로20길 7,FALSE,TRUE,TRUE,TRUE
루이스동물병원,http://louispuppy.com/,,02-558-7975,서울특별시 강남구 테헤란로64길 13,FALSE,FALSE,FALSE,FALSE
좋아요동물병원,,"노령동물, 영상진단, 정형외과 진료",02-2233-6675,서울특별시 중구 다산로36길 83,FALSE,FALSE,FALSE,FALSE
금강종합동물병원,,,02-2686-8008,서울특별시 구로구 경인로 196,FALSE,FALSE,FALSE,FALSE
대치성심동물병원,http://blog.naver.com/seongsim7582,,,서울특별시 강남구 남부순환로 2921,FALSE,FALSE,FALSE,FALSE
신영동물병원,,,02-3217-1081,서울특별시 서대문구 통일로 489,FALSE,FALSE,FALSE,FALSE
좋은동물병원,http://blog.naver.com/gah24,,02-452-1119,서울특별시 광진구 자양로 246,FALSE,FALSE,FALSE,FALSE
역삼동물병원,http://blog.naver.com/yeok_sam,,02-556-5252,서울특별시 강남구 언주로 527,FALSE,FALSE,FALSE,FALSE
월드펫동물병원,http://blog.naver.com/vetline,,02-379-7575,서울특별시 종로구 진흥로 475,FALSE,FALSE,FALSE,FALSE
현대종합동물병원,http://www.whopet.com/,애완동물 위탁 관리 및 미용 등,02-2212-7596,서울특별시 동대문구 답십리로 293,FALSE,FALSE,TRUE,FALSE
중앙동물메디컬센터,,,02-512-3070,서울특별시 강남구 봉은사로 315,FALSE,FALSE,FALSE,FALSE
강앤정동물병원,http://blog.naver.com/knjamc,,02-305-7505,서울특별시 서대문구 가재울미래로 2,FALSE,FALSE,FALSE,FALSE
일마레동물메디컬센터,,"고양이, 강아지, 피부병, 심장질환, 탈골, 외과수술, 중성화수술 등 진료 안내",02-3445-7275,서울특별시 강남구 도산대로 514,FALSE,FALSE,FALSE,FALSE
웨스턴 동물의료센터,http://www.westernamc.com/,,,서울특별시 마포구 신촌로 114,FALSE,FALSE,FALSE,FALSE
그랜드동물병원,,"강아지, 고양이 및 햄스터, 토끼 등의 진료 전문",02-2214-6129,서울특별시 동대문구 전농로 86-1,FALSE,FALSE,FALSE,FALSE
닥터윤24시 동물병원,http://blog.naver.com/rhgidtkdwn,"연중무휴, 내과, 안과, 피부질병, 내시경 등 진료",02-359-2020,서울특별시 은평구 통일로 817,TRUE,FALSE,FALSE,FALSE
여의도동물병원 은하점,http://www.yeouidoah.com/,"진료, 애견호텔, 놀이방, 애견미용, 용품 제공",02-783-7580,서울특별시 영등포구 국제금융로 108,FALSE,TRUE,TRUE,TRUE
펫토이동물병원,,,02-795-2184,서울특별시 용산구 대사관로 32,FALSE,FALSE,FALSE,FALSE
빛가온동물병원,,,02-736-5834,서울특별시 서대문구 통일로 375,FALSE,FALSE,FALSE,FALSE
노아동물병원,,"애견미용, 애견용품 판매 및 동물 치료 전문",,서울특별시 송파구 오금로 498,FALSE,FALSE,TRUE,TRUE
정동물병원,,"진료 및 수술, 애견미용, 애견용품, 호텔 등 안내",02-474-7588,서울특별시 강동구 상암로 64,FALSE,TRUE,TRUE,TRUE
보담동물병원,http://blog.naver.com/vet10018,,02-494-7775,서울특별시 중랑구 용마산로 434,FALSE,FALSE,FALSE,FALSE
쓰담쓰담동물병원,http://dog119.wdw.kr/,,02-927-7585,서울특별시 성북구 종암로 113,FALSE,FALSE,FALSE,FALSE
도담동물병원,http://blog.naver.com/dodampet,,02-388-0275,서울특별시 은평구 역말로 7,FALSE,FALSE,FALSE,FALSE
큐동물병원,,,02-913-8275,서울특별시 성북구 장위로 81,FALSE,FALSE,FALSE,FALSE
라임동물병원,http://blog.naver.com/mino0917,,02-6227-7582,서울특별시 송파구 가락로 258,FALSE,FALSE,FALSE,FALSE
호서동물의료센터,http://blog.naver.com/hoseoah,,02-3662-1870,서울특별시 강서구 강서로62길 10,FALSE,FALSE,FALSE,FALSE
사랑의동물병원,http://blog.naver.com/lovelyamc,,02-983-8575,서울특별시 강북구 솔샘로 174,FALSE,FALSE,FALSE,FALSE
캥거루동물병원,http://blog.naver.com/lider21,,02-2066-2579,서울특별시 구로구 오류로 55,FALSE,FALSE,FALSE,FALSE
신풍동물병원,,"예방접종, 진료 및 애견 호텔",02-835-7572,서울특별시 영등포구 신길로 70,FALSE,TRUE,FALSE,FALSE
혜원동물병원,,,02-439-8300,서울특별시 중랑구 면목로 341,FALSE,FALSE,FALSE,FALSE
도화동물병원,,,02-712-8875,서울특별시 마포구 삼개로 28,FALSE,FALSE,FALSE,FALSE
Dr.수 동물병원,http://blog.naver.com/drsooamc,"반려동물 진료, 미용, 용품 판매",02-785-7582,서울특별시 영등포구 국제금융로 79,FALSE,FALSE,TRUE,TRUE
마이펫동물의료센타,http://cafe.naver.com/mypetamc,"정형신경외과 , 난치성 피부질환 및 심장내과, 줄기세포치료, 호텔, 미용",02-512-2575,서울특별시 강남구 삼성로 573,FALSE,TRUE,TRUE,FALSE
신도림동물병원,,피부 소화기 치과 전문,02-3439-7992,,FALSE,FALSE,FALSE,FALSE
리오동물병원,,,02-415-7579,서울특별시 송파구 올림픽로 435,FALSE,FALSE,FALSE,FALSE
강북동물병원,,,02-985-7525,서울특별시 강북구 오현로 194,FALSE,FALSE,FALSE,FALSE
왈츠샵동물병원,http://waltzpet.com/,,02-834-7582,서울특별시 영등포구 가마산로 324,FALSE,FALSE,FALSE,FALSE
한스동물병원,,,02-303-1114,서울특별시 서대문구 증가로 111,FALSE,FALSE,FALSE,FALSE
마더스동물병원,,,02-445-7579,서울특별시 강남구 헌릉로 569,FALSE,FALSE,FALSE,FALSE
피카소동물병원,,"치과, 피부과, 눈물 클리닉 등 진료, 애견, 고양이 건강상식 제공",02-3427-6419,서울특별시 강동구 구천면로 431,FALSE,FALSE,FALSE,FALSE
LC동물메디컬센터,http://blog.naver.com/lovingcare75,,02-3394-7530,서울특별시 성동구 천호대로 288,FALSE,FALSE,FALSE,FALSE
푸른숲동물병원,http://blog.naver.com/pureunsoopah,,02-335-7577,서울특별시 마포구 월드컵로 98,FALSE,FALSE,FALSE,FALSE
H동물병원,http://blog.naver.com/hpetdoc,,02-984-7588,서울특별시 강북구 삼양로27길 43,FALSE,FALSE,FALSE,FALSE
위너스동물병원,http://winnersamc.modoo.at/,"건강검진, 외과수술전문",02-568-7975,서울특별시 강남구 역삼로 235,FALSE,FALSE,FALSE,FALSE
미드미동물의료센터,http://blog.naver.com/midmiamc,,02-6497-7582,서울특별시 강동구 양재대로 1588,FALSE,FALSE,FALSE,FALSE
라온동물병원,http://blog.naver.com/laonah,,02-375-7575,서울특별시 마포구 월드컵북로 151,FALSE,FALSE,FALSE,FALSE
애니케어동물병원,http://blog.naver.com/anycareah,,02-967-0877,서울특별시 동대문구 이문로 80,FALSE,FALSE,FALSE,FALSE
공덕종합동물병원,http://blog.naver.com/nausika8,,02-717-3333,서울특별시 마포구 백범로 130,FALSE,FALSE,FALSE,FALSE
영등포동물병원,,,02-2633-9991,서울특별시 영등포구 영등포로 131-2,FALSE,FALSE,FALSE,FALSE
아차산동물병원,,"애견 치료, 미용 전문업체",02-452-7580,서울특별시 광진구 천호대로 663,FALSE,FALSE,TRUE,FALSE
서울탑동물병원,http://blog.naver.com/animalhospital-,,,서울특별시 양천구 중앙로 237,FALSE,FALSE,FALSE,FALSE
러브펫동물병원 타임스퀘어점,http://blog.naver.com/dr_animal,,02-2634-8275,서울특별시 영등포구 영중로 15,FALSE,FALSE,FALSE,FALSE
굿모닝동물병원,http://blog.naver.com/evaguyl,,02-711-3375,서울특별시 마포구 독막로 295,FALSE,FALSE,FALSE,FALSE
한마음동물병원,,"반려동물 진료, 미용, 호텔, 분양",02-2692-8275,서울특별시 강서구 강서로18길 17,FALSE,TRUE,TRUE,FALSE
원동물병원,http://jjaem76.blog.me/,"예방접종, 심장사상충, 치아관리, 건강검진 등 진료",02-587-5618,서울특별시 동작구 사당로 180,FALSE,FALSE,FALSE,FALSE
학동24시동물병원,,"진료, 수술, 접종, 교배 전문 및 용품 판매",02-544-9988,서울특별시 강남구 학동로 165,TRUE,FALSE,FALSE,TRUE
가람동물병원,http://www.garamah.co.kr/,,02-484-5502,서울특별시 강동구 성내로 36,FALSE,FALSE,FALSE,FALSE
예일동물병원,,"예방접종, 질병치료 및 진료 상담",02-832-0081,서울특별시 관악구 봉천로 232,FALSE,FALSE,FALSE,FALSE
24시 예스 동물병원,http://blog.naver.com/numberhana,,02-534-3475,서울특별시 서초구 잠원로 24,TRUE,FALSE,FALSE,FALSE
누리봄동물병원,http://blog.naver.com/nuribom_,,02-735-7530,서울특별시 종로구 사직로12길 2,FALSE,FALSE,FALSE,FALSE
바른동물병원,http://blog.naver.com/bluebrand_,,02-2297-7570,서울특별시 성동구 독서당로 270,FALSE,FALSE,FALSE,FALSE
오류동물병원,,,02-2612-3232,서울특별시 구로구 경인로 234,FALSE,FALSE,FALSE,FALSE
